Benutzer,Spiel,SpielzeitInStunden,Genre,Tags
wumme,The Ship,2.4,"Adventure, Casual, Indie","{'Visual Novel': 330, 'Idler': 319, 'Interactive Fiction': 314, '2D': 310, 'Text-Based': 302, 'Psychological Horror': 292, 'Detective': 291, 'Horror': 286, 'Story Rich': 273, 'Narration': 258, 'Hand-drawn': 249, 'Stylized': 234, 'Demons': 222, 'Mythology': 210, 'Thriller': 207, 'Atmospheric': 192, 'Psychedelic': 173, 'Dark': 163, 'Emotional': 138, 'Psychological': 119}"
wumme,Faerie Solitaire,2.4,"Action, Adventure, Casual, Indie, RPG, Strategy, Early Access","{'Early Access': 219, 'Card Battler': 199, 'Solitaire': 194, 'Collectathon': 190, 'Casual': 187, 'Exploration': 185, 'Match 3': 176, 'Board Game': 175, 'Card Game': 171, 'RPG': 165, 'Action': 161, 'Strategy': 160, 'Cute': 158, 'Relaxing': 151, 'Deckbuilding': 146, 'Anime': 134, 'Colorful': 133, 'Fantasy': 125, 'Family Friendly': 124, 'Crafting': 114}"
wumme,Fallout 4,2.4,RPG,"{'Open World': 9653, 'Post-apocalyptic': 8553, 'Singleplayer': 6697, 'Exploration': 6632, 'RPG': 6145, 'Adventure': 5065, 'Atmospheric': 5016, 'Shooter': 4810, 'First-Person': 4363, 'Story Rich': 4239, 'Action': 3696, 'Sci-fi': 3648, 'FPS': 3629, 'Action RPG': 3252, 'Sandbox': 3231, 'Great Soundtrack': 2943, 'Third Person': 2884, 'Survival': 2858, 'Third-Person Shooter': 2289, 'Character Customization': 1290}"
wumme,Marble Mayhem: Fragile Ball,2.4,"Casual, Indie","{'Casual': 36, 'Indie': 30, 'Puzzle': 25, 'Difficult': 15, '2D': 13, 'Singleplayer': 12, 'Arcade': 12, 'Platformer': 11, 'Action': 10, 'Physics': 8, 'Classic': 6, 'Simulation': 6, 'Atmospheric': 6, 'Space': 5, 'Great Soundtrack': 5, 'Sandbox': 5, 'Exploration': 5, 'First-Person': 5, 'Sci-fi': 5, 'Pixel Graphics': 5}"
wumme,Hitman: Absolution,2.4,Action,"{'Stealth': 1102, 'Action': 785, 'Third Person': 487, 'Assassin': 481, 'Singleplayer': 468, 'Third-Person Shooter': 372, 'Tactical': 324, 'Shooter': 249, 'Replay Value': 229, 'Crime': 215, 'Story Rich': 203, 'Multiplayer': 197, 'Cinematic': 185, 'Difficult': 168, 'Atmospheric': 162, 'Adventure': 146, 'Strategy': 134, 'Score Attack': 103, 'Linear': 98, 'Controller': 83}"
wumme,Really Big Sky,2.4,"Action, Indie","{'Indie': 123, 'Action': 67, ""Shoot 'Em Up"": 49, 'Space': 41, 'Bullet Hell': 34, 'Shooter': 29, 'Twin Stick Shooter': 29, 'Arcade': 23, 'Side Scroller': 22, 'Singleplayer': 17, 'Great Soundtrack': 16, 'Retro': 13, 'Local Co-Op': 12, '2D': 12}"
wumme,Shadow Warrior,2.4,"Action, Adventure","{'Action': 755, 'FPS': 661, 'Swordplay': 507, 'Gore': 501, 'Comedy': 410, 'First-Person': 346, 'Hack and Slash': 283, 'Singleplayer': 244, 'Shooter': 243, 'Adventure': 242, 'Old School': 208, 'Ninja': 183, 'Dark Humor': 170, 'Great Soundtrack': 168, 'Demons': 160, 'Reboot': 137, 'Funny': 135, 'Remake': 132, 'Classic': 75, 'Atmospheric': 72}"
wumme,Don't Starve,2.4,"Adventure, Indie, Simulation","{'Survival': 3714, 'Open World Survival Craft': 2175, 'Crafting': 1905, 'Adventure': 1783, 'Indie': 1766, 'Sandbox': 1638, 'Singleplayer': 1386, 'Perma Death': 1120, 'Open World': 1034, 'Multiplayer': 1021, 'Exploration': 1014, 'Rogue-like': 782, 'Replay Value': 687, 'Moddable': 663, 'Difficult': 598, 'Simulation': 546, '2D': 496, 'Top-Down': 421, 'Survival Horror': 397, 'Horror': 389}"
wumme,Shadowgrounds: Survivor,2.4,Action,"{'Action': 138, 'Sci-fi': 125, 'Shooter': 122, 'Top-Down Shooter': 120, 'Isometric': 115, 'Singleplayer': 111, 'Top-Down': 110, 'Aliens': 108, 'Twin Stick Shooter': 103, 'Action RPG': 99, 'Survival': 95, 'Indie': 88, 'RPG': 81, 'Horror': 77, 'Third-Person Shooter': 72, 'PvE': 70, 'Sequel': 67, 'Co-op': 58, 'Local Co-Op': 53, '4 Player Local': 39}"
wumme,Red Faction: Guerrilla Steam Edition,2.3,Action,"{'Open World': 363, 'Destruction': 315, 'Action': 308, 'Physics': 241, 'Sci-fi': 190, 'Third Person': 181, 'Mars': 162, 'Third-Person Shooter': 155, 'Multiplayer': 138, 'Singleplayer': 135, 'Sandbox': 106, 'Shooter': 99, 'Adventure': 77, 'Atmospheric': 50, 'Co-op': 33, 'Great Soundtrack': 31, 'Controller': 26, 'Survival': 21, 'Funny': 13, 'FPS': 12}"
wumme,The Witcher 2: Assassins of Kings Enhanced Edition,2.3,RPG,"{'RPG': 3798, 'Fantasy': 2367, 'Mature': 1848, 'Story Rich': 1732, 'Choices Matter': 1699, 'Singleplayer': 1593, 'Third Person': 1517, 'Adventure': 1459, 'Nudity': 1452, 'Dark Fantasy': 1415, 'Multiple Endings': 1055, 'Open World': 1022, 'Action': 1021, 'Atmospheric': 917, 'Based On A Novel': 855, 'Well-Written': 841, 'Difficult': 684, 'Medieval': 677, 'Magic': 645, 'Dark': 610}"
wumme,Legend of Mysteria,2.3,"Action, Adventure, Indie, RPG","{'Anime': 62, 'RPG': 46, 'RPGMaker': 43, 'Indie': 34, 'Adventure': 33, 'Action': 25, 'Pixel Graphics': 16, '2D': 13, 'Singleplayer': 12, 'JRPG': 12, 'Fantasy': 11, ""Shoot 'Em Up"": 9, 'Puzzle': 8, 'Casual': 8, 'Turn-Based': 7, 'Open World': 7, 'Exploration': 6, 'Survival': 5, 'Horror': 5, 'Great Soundtrack': 5}"
wumme,Revolution Ace,2.3,"Action, Adventure, Indie","{""Shoot 'Em Up"": 74, 'Action': 52, 'Indie': 51, 'Bullet Hell': 38, 'Shooter': 32, 'Arcade': 30, 'Local Co-Op': 30, 'Multiplayer': 24, 'Top-Down': 22, 'Singleplayer': 20, 'Adventure': 19, '2D': 15, 'Retro': 15, 'Anime': 13, 'Great Soundtrack': 7, 'Sci-fi': 6, 'Difficult': 6, 'Controller': 5}"
wumme,Portal,2.3,Action,"{'Puzzle': 4187, 'Puzzle-Platformer': 3157, 'First-Person': 2521, '3D Platformer': 2460, 'Singleplayer': 2164, 'Sci-fi': 1993, 'Comedy': 1621, 'Female Protagonist': 1554, 'Physics': 1109, 'Funny': 1091, 'Action': 1060, 'Classic': 896, 'Story Rich': 889, 'Platformer': 842, 'Science': 818, 'Atmospheric': 714, 'Dark Humor': 695, 'FPS': 676, 'Short': 670, 'Adventure': 650}"
wumme,Mafia,2.3,"Action, Adventure","{'Action': 183, 'Story Rich': 168, 'Crime': 166, 'Classic': 164, 'Open World': 163, 'Atmospheric': 125, 'Singleplayer': 120, 'Third Person': 105, 'Great Soundtrack': 103, 'Adventure': 98, 'Violent': 97, 'Third-Person Shooter': 67, 'Shooter': 54, 'Difficult': 51, 'Multiplayer': 41, 'Cult Classic': 40, 'Racing': 39, 'Historical': 34, 'Drama': 34, 'Controller': 16}"
wumme,Sniper Elite: Nazi Zombie Army 2,2.2,,"{'Zombies': 330, 'Action': 216, 'Co-op': 197, 'Adventure': 137, 'Third-Person Shooter': 118, 'Sniper': 115, 'World War II': 110, 'Horror': 109, 'Multiplayer': 100, 'Shooter': 95, 'Gore': 78, 'Bullet Time': 75, 'Survival': 65, 'Online Co-Op': 64, 'Singleplayer': 59, 'FPS': 53, 'Third Person': 46, 'Survival Horror': 32, 'Stealth': 26, 'Strategy': 24}"
wumme,Speedball 2 HD,2.2,"Action, Indie, Sports","{'Sports': 43, 'Action': 33, 'Indie': 29, 'Retro': 8, 'Remake': 7, 'Local Multiplayer': 7}"
wumme,Warlock - Master of the Arcane,2.2,Strategy,"{'Strategy': 212, 'Turn-Based Strategy': 179, 'Fantasy': 144, 'Turn-Based': 128, '4X': 118, 'Magic': 62, 'Hex Grid': 58, 'Multiplayer': 58, 'Singleplayer': 57, 'RPG': 10}"
wumme,Just Cause 3,2.2,"Action, Adventure","{'Open World': 1904, 'Action': 1497, 'Destruction': 1214, 'Third-Person Shooter': 1078, 'Multiplayer': 1062, 'Singleplayer': 993, 'Adventure': 955, 'Shooter': 953, 'Sandbox': 882, 'Third Person': 863, 'Exploration': 708, 'Physics': 595, 'Funny': 543, 'Atmospheric': 386, 'Co-op': 361, 'Parkour': 360, 'Comedy': 351, 'Great Soundtrack': 329, 'Moddable': 256, 'RPG': 194}"
wumme,Weapons Genius,2.2,"Action, Casual, Indie, Simulation","{'Simulation': 128, 'Action': 115, 'Casual': 107, 'Indie': 104, 'Gun Customization': 100, 'FPS': 94, 'Crafting': 91, 'Shooter': 91, 'First-Person': 86, 'Realistic': 83, 'Resource Management': 81, 'Building': 78, 'Singleplayer': 77, 'Free to Play': 73, 'Strategy': 73, 'Survival': 70, 'Sandbox': 65, 'Hidden Object': 61, 'Trading': 54, '3D': 52}"
wumme,Alien: Isolation,2.2,Action,"{'Horror': 1676, 'Survival Horror': 1317, 'Sci-fi': 1190, 'Aliens': 1069, 'Atmospheric': 1067, 'Stealth': 999, 'First-Person': 971, 'Space': 937, 'Female Protagonist': 814, 'Survival': 776, 'Singleplayer': 772, 'Action': 483, 'Difficult': 421, 'Adventure': 370, 'Psychological Horror': 355, 'Great Soundtrack': 335, 'FPS': 321, 'Gore': 243, 'Shooter': 190, 'VR': 150}"
wumme,Murder Miners,2.2,"Action, Casual, Indie","{'Indie': 240, 'Voxel': 231, 'Arena Shooter': 231, 'Zombies': 228, '4 Player Local': 223, 'Level Editor': 218, 'Local Multiplayer': 214, 'Split Screen': 211, 'Battle Royale': 205, 'FPS': 200, 'Shooter': 196, 'Multiplayer': 194, 'First-Person': 188, 'Controller': 182, 'Competitive': 178, 'PvP': 176, 'Co-op': 170, 'Building': 166, 'Sandbox': 155, 'Action': 141}"
wumme,Stories: The Path of Destinies,2.2,"Action, Adventure, Indie, RPG","{'Adventure': 1583, 'RPG': 139, 'Action': 123, 'Indie': 113, 'Choices Matter': 112, 'Fantasy': 87, 'Dynamic Narration': 79, 'Hack and Slash': 66, 'Action RPG': 63, 'Singleplayer': 61, 'Multiple Endings': 60, 'Colorful': 58, 'Swordplay': 52, 'Great Soundtrack': 50, 'Story Rich': 38, 'Isometric': 26, 'Funny': 18, 'Narration': 16, 'Comedy': 12, 'Action-Adventure': 11}"
wumme,Kathy Rain,2.1,"Adventure, Indie","{'Point & Click': 13768, 'Adventure': 221, 'Pixel Graphics': 159, 'Female Protagonist': 149, 'Mystery': 139, 'Detective': 119, 'Indie': 115, 'Singleplayer': 72, 'Story Rich': 65, 'Puzzle': 58, 'Psychological Horror': 56, 'Noir': 53, 'Retro': 52, 'Hand-drawn': 47, 'Supernatural': 43, 'Third Person': 43, 'RPG': 43, 'Atmospheric': 41, 'Choices Matter': 34, 'Exploration': 32}"
wumme,Saviors,2.1,"Action, Adventure, Indie","{'2D Platformer': 144, 'Indie': 138, 'Action-Adventure': 135, 'Dark Fantasy': 132, 'Hand-drawn': 127, 'Story Rich': 121, 'Puzzle-Platformer': 117, 'Hack and Slash': 115, 'Stylized': 112, 'Atmospheric': 106, 'Narration': 100, 'Surreal': 98, 'Conversation': 94, 'Adventure': 91, 'Platformer': 90, 'Controller': 84, 'Multiple Endings': 75, '2D': 73, 'Action': 65, 'Comic Book': 60}"
wumme,Super Hexagon,2.1,"Action, Indie","{'Difficult': 1096, 'Great Soundtrack': 784, 'Indie': 768, 'Fast-Paced': 566, 'Arcade': 528, 'Addictive': 496, 'Rhythm': 463, 'Singleplayer': 327, 'Minimalist': 231, 'Action': 229, 'Score Attack': 225, 'Music': 214, '2D': 199, 'Psychedelic': 159, 'Colorful': 149, 'Casual': 109, 'Replay Value': 98, 'Controller': 54, 'Puzzle': 41, 'Soundtrack': 27}"
wumme,Supraball,2.1,"Action, Casual, Free to Play, Indie, Sports","{'Sports': 113, 'Multiplayer': 88, 'Free to Play': 85, 'First-Person': 63, 'e-sports': 59, 'Indie': 46, 'Football (Soccer)': 45, 'Casual': 43, 'Action': 39, 'FPS': 25, 'Strategy': 22, 'Early Access': 21, 'Co-op': 19, 'Team-Based': 17, 'Funny': 16, 'Singleplayer': 13, 'Controller': 11, 'Competitive': 10}"
wumme,Tiny Bridge: Ratventure,2.1,"Adventure, Indie, Strategy","{'Indie': 44, 'Puzzle': 37, 'Casual': 26, 'Adventure': 25, 'Strategy': 25, 'Physics': 23, 'Singleplayer': 23, '2D': 23, 'Building': 22, 'Family Friendly': 20, 'Comedy': 16, 'Touch-Friendly': 16, 'Simulation': 15, ""Shoot 'Em Up"": 10, 'Anime': 9, 'Funny': 8, 'Difficult': 7, 'Atmospheric': 7}"
wumme,Unreal Tournament 3: Black Edition,2.1,Action,"{'FPS': 240, 'Action': 188, 'Multiplayer': 171, 'Arena Shooter': 158, 'Shooter': 119, 'Sci-fi': 87, 'Fast-Paced': 85, 'First-Person': 79, 'Gore': 70, 'Competitive': 68, 'Co-op': 62, 'Classic': 59, 'Great Soundtrack': 49, 'Singleplayer': 42, 'Team-Based': 31, 'Atmospheric': 23, 'Adventure': 19, 'Addictive': 18, 'Moddable': 18, 'Split Screen': 13}"
wumme,SPACECOM,2.1,"Indie, Strategy","{'RTS': 122, 'Strategy': 113, 'Indie': 103, '4X': 87, 'Tactical': 85, 'Multiplayer': 76, 'Singleplayer': 75, 'Sci-fi': 75, 'Space': 71, '2D': 54, 'Minimalist': 52, 'PvE': 47, 'PvP': 41, 'Real-Time': 38, 'Competitive': 38, 'Great Soundtrack': 34, 'Casual': 32, 'Adventure': 30, 'MOBA': 27, 'Psychological Horror': 24}"
wumme,ORION: Prelude,2.1,"Action, Adventure, Indie, RPG","{'Dinosaurs': 871, 'Action': 572, 'FPS': 523, 'Multiplayer': 512, 'Online Co-Op': 441, 'Co-op': 407, 'Shooter': 377, 'Adventure': 309, 'Indie': 307, 'Open World': 245, 'Sci-fi': 234, 'First-Person': 216, 'Team-Based': 133, 'Third-Person Shooter': 124, 'Singleplayer': 121, 'PvP': 85, 'Mechs': 84, 'Epic': 68, 'Third Person': 59, 'Strategy': 56}"
wumme,Labyronia RPG,2.0,"Action, Adventure, Indie, RPG","{'RPG': 79, 'RPGMaker': 67, 'Adventure': 46, 'Anime': 41, 'Action': 35, 'Indie': 30, '2D': 15, 'JRPG': 13, 'Strategy': 13, 'Pixel Graphics': 12, 'Fantasy': 11, 'Turn-Based': 10, 'Story Rich': 10, 'Singleplayer': 10, 'Open World': 8, 'Retro': 8, 'Classic': 7, 'Shooter': 5, ""Shoot 'Em Up"": 5}"
wumme,Terraria,2.0,"Action, Adventure, Indie, RPG","{'Open World Survival Craft': 15969, 'Sandbox': 15725, 'Survival': 12458, '2D': 12250, 'Multiplayer': 12175, 'Adventure': 11330, 'Pixel Graphics': 10877, 'Crafting': 10374, 'Building': 9877, 'Exploration': 8708, 'Co-op': 7643, 'Open World': 7394, 'Online Co-Op': 5959, 'Indie': 5903, 'Action': 5539, 'RPG': 5161, 'Singleplayer': 5043, 'Replay Value': 4225, 'Platformer': 3936, 'Atmospheric': 3462}"
wumme,Battlepaths,2.0,RPG,"{'RPG': 69, 'Indie': 32, 'Turn-Based': 28, '2D': 18, 'Loot': 12}"
wumme,Nuclear Dawn,2.0,"Action, Strategy","{'Strategy': 208, 'FPS': 167, 'Action': 161, 'RTS': 137, 'Multiplayer': 131, 'Post-apocalyptic': 123, 'Sci-fi': 121, 'Shooter': 117, 'Tactical': 116, 'First-Person': 111, 'Team-Based': 107, 'Indie': 104, 'Real-Time': 103, 'Futuristic': 101, 'Dystopian ': 100, 'Real Time Tactics': 99, '3D': 97, 'Top-Down': 95, 'Alternate History': 91, 'Base-Building': 89}"
wumme,Serious Sam 3: BFE,1.97,"Action, Indie","{'FPS': 672, 'Action': 613, 'Gore': 431, 'Co-op': 429, 'Comedy': 315, 'Online Co-Op': 288, 'Multiplayer': 250, 'First-Person': 247, 'Aliens': 246, 'Shooter': 245, 'Old School': 219, 'Local Co-Op': 178, 'Indie': 176, 'Split Screen': 152, 'Difficult': 135, 'Funny': 135, 'Singleplayer': 132, 'Adventure': 114, 'Sci-fi': 113, 'Local Multiplayer': 101}"
wumme,SOMA,1.93,"Action, Adventure, Indie","{'Horror': 1054, 'Psychological Horror': 886, 'Atmospheric': 868, 'Survival Horror': 848, 'Dark': 848, 'Exploration': 843, 'Gore': 842, 'Story Rich': 822, 'Lovecraftian': 815, 'Sci-fi': 814, 'First-Person': 812, 'Singleplayer': 801, 'Puzzle': 799, 'Adventure': 794, 'Walking Simulator': 780, 'Indie': 776, 'Action': 757, 'Mystery': 533, 'Philosophical': 529, 'Drama': 507}"
wumme,Defiance,1.92,"Action, Free to Play, Massively Multiplayer, RPG","{'Free to Play': 1241, 'Looter Shooter': 719, 'Open World': 657, 'Action': 655, 'Massively Multiplayer': 622, 'Multiplayer': 511, 'Third-Person Shooter': 478, 'RPG': 427, 'Shooter': 405, 'Co-op': 402, 'Sci-fi': 356, 'Survival': 269, 'FPS': 256, 'Post-apocalyptic': 247, 'Online Co-Op': 245, 'MMORPG': 219, 'Adventure': 219, 'Third Person': 213, 'Singleplayer': 182, 'First-Person': 165}"
wumme,The Red Solstice,1.92,Strategy,"{'Strategy': 210, 'Tactical': 204, 'RTS': 199, 'Sci-fi': 196, 'Co-op': 191, 'Aliens': 181, 'Singleplayer': 177, 'Real Time Tactics': 174, 'Multiplayer': 172, 'Top-Down': 167, 'Real-Time': 165, 'Real-Time with Pause': 161, 'Online Co-Op': 158, 'Atmospheric': 155, 'Kickstarter': 154, 'Difficult': 150, 'Strategy RPG': 148, 'Team-Based': 143, 'Zombies': 136, 'Futuristic': 124}"
wumme,World War II: Panzer Claws,1.92,,"{'Strategy': 413, 'World War II': 29, 'RTS': 24}"
wumme,Canyon Capers,1.9,"Action, Casual, Indie","{'Indie': 73, 'Casual': 62, 'Action': 45, 'Platformer': 37, 'Retro': 12, 'Arcade': 7, '2D': 7}"
wumme,Yury,1.88,"Action, Adventure, Indie","{'Indie': 68, 'Adventure': 43, 'Action': 41, 'Platformer': 31, 'Difficult': 29, '2D': 28, 'Space': 22, 'Retro': 22, 'Fast-Paced': 16, 'Pixel Graphics': 11, 'Singleplayer': 5}"
wumme,Tropico 4,1.87,"Simulation, Strategy","{'City Builder': 637, 'Simulation': 495, 'Strategy': 479, 'Management': 389, 'Comedy': 303, 'Sandbox': 237, 'Singleplayer': 219, 'Great Soundtrack': 181, 'Economy': 173, 'Real-Time with Pause': 139, 'Politics': 126, 'Building': 113, 'Resource Management': 107, 'Political': 83, 'Funny': 76, 'Cold War': 67, 'RTS': 60, 'Atmospheric': 58, 'Capitalism': 57, 'God Game': 57}"
wumme,Half-Life 2: Deathmatch,1.85,Action,"{'Action': 878, 'FPS': 492, 'Multiplayer': 421, 'Shooter': 270, 'First-Person': 253, 'Sci-fi': 191, 'Physics': 189, 'Competitive': 151, 'Funny': 112, 'Co-op': 100, 'Old School': 96, 'PvP': 77, 'Arena Shooter': 61, 'Moddable': 48, 'Atmospheric': 46, 'Adventure': 34, 'Great Soundtrack': 27, 'Singleplayer': 23, 'Online Co-Op': 16, 'Mod': 16}"
wumme,Kinetic Void,1.85,"Action, Indie, Simulation","{'Space': 109, 'Simulation': 87, 'Indie': 72, 'Action': 61, 'Sandbox': 58, 'Sci-fi': 54, 'Singleplayer': 37, 'Building': 30, 'Space Sim': 23, 'Adventure': 19, 'Early Access': 14, 'Open World': 14}"
wumme,Far Cry 2,1.83,Action,"{'Open World': 474, 'FPS': 431, 'Action': 331, 'Shooter': 235, 'Singleplayer': 217, 'First-Person': 207, 'Multiplayer': 198, 'Adventure': 149, 'Realistic': 133, 'Sandbox': 131, 'Atmospheric': 129, 'Stealth': 123, 'Survival': 109, 'Exploration': 102, 'Level Editor': 70, 'Story Rich': 69, 'Immersive Sim': 68, 'Controller': 54, 'Great Soundtrack': 52, 'Co-op': 52}"
wumme,Thief,1.8,"Action, Adventure","{'Stealth': 2729, 'Action': 1202, 'Adventure': 1059, 'First-Person': 1058, 'Singleplayer': 866, 'Dark': 779, 'Reboot': 628, 'Steampunk': 582, 'Atmospheric': 476, 'Horror': 444, 'Parkour': 352, 'Open World': 309, 'Assassin': 299, 'Heist': 250, 'Medieval': 198, 'Nudity': 180, 'RPG': 164, 'FPS': 137, 'Fantasy': 136, 'Remake': 111}"
wumme,Contagion,1.77,"Action, Adventure, Indie","{'Zombies': 799, 'Post-apocalyptic': 544, 'Co-op': 541, 'Horror': 536, 'Level Editor': 533, 'FPS': 533, 'Moddable': 530, 'PvE': 527, 'First-Person': 516, 'PvP': 509, 'Survival Horror': 506, 'Shooter': 502, 'Competitive': 492, 'Survival': 482, '3D': 444, 'Action': 424, 'Local Multiplayer': 419, 'Local Co-Op': 415, 'Atmospheric': 409, 'Adventure': 399}"
wumme,Afterfall InSanity Extended Edition,1.75,"Casual, Indie","{'Casual': 41, 'Indie': 30}"
wumme,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,1.75,"Action, Casual, Indie","{'Rhythm': 267, 'Platformer': 254, 'Indie': 245, 'Music': 188, 'Difficult': 168, 'Runner': 162, 'Action': 160, 'Singleplayer': 157, 'Precision Platformer': 155, 'Colorful': 153, 'Arcade': 148, 'Side Scroller': 144, 'Comedy': 141, 'Controller': 139, 'Linear': 137, 'Great Soundtrack': 132, 'Casual': 102, 'Score Attack': 77, '2D': 68, 'Addictive': 58}"
wumme,Nation Red,1.75,"Action, Indie","{'Zombies': 142, 'Action': 105, 'Indie': 77, 'Top-Down Shooter': 73, 'Online Co-Op': 64, 'Survival': 48, 'Twin Stick Shooter': 43, 'Local Co-Op': 39, 'Co-op': 36, 'Multiplayer': 30, 'Top-Down': 29, 'Gore': 25, '4 Player Local': 24, 'Arcade': 23, 'Addictive': 22, 'Horror': 21, ""Shoot 'Em Up"": 18, 'Singleplayer': 8, 'Shooter': 7, 'Blood': 7}"
wumme,Chime,1.73,"Action, RPG, Early Access","{'Early Access': 238, 'Action Roguelike': 216, 'RPG': 209, 'Bullet Hell': 208, 'Top-Down Shooter': 204, 'Gun Customization': 200, 'Difficult': 195, ""Shoot 'Em Up"": 188, 'Dungeon Crawler': 182, 'Replay Value': 178, 'Looter Shooter': 171, 'Rogue-like': 168, 'Action-Adventure': 162, 'Post-apocalyptic': 157, 'Abstract': 149, 'Pixel Graphics': 138, '1980s': 130, 'Procedural Generation': 127, 'Sci-fi': 125, 'Perma Death': 120}"
wumme,Outlast,1.73,"Action, Adventure, Indie","{'Horror': 3464, 'First-Person': 1455, 'Survival Horror': 1380, 'Atmospheric': 1313, 'Psychological Horror': 1177, 'Gore': 1171, 'Survival': 1058, 'Singleplayer': 1027, 'Dark': 801, 'Adventure': 792, 'Action': 772, 'Indie': 632, 'Stealth': 614, 'Multiplayer': 543, 'Nudity': 499, 'Parkour': 364, 'Difficult': 348, 'Walking Simulator': 216, '3D Vision': 201, 'Sci-fi': 191}"
wumme,Sniper Elite V2,1.73,Action,"{'Sniper': 870, 'Action': 624, 'Stealth': 460, 'World War II': 382, 'Co-op': 307, 'Shooter': 301, 'Third-Person Shooter': 276, 'Multiplayer': 265, 'Singleplayer': 225, 'Third Person': 218, 'War': 167, 'Bullet Time': 163, 'FPS': 157, 'Tactical': 118, 'Online Co-Op': 108, 'Historical': 96, 'Gore': 94, 'Strategy': 83, 'Simulation': 79, 'Adventure': 78}"
wumme,Stealth Bastard Deluxe,1.73,"Action, Indie","{'Stealth': 152, 'Platformer': 117, 'Indie': 110, 'Puzzle': 90, 'Action': 76, 'Singleplayer': 42, '2D': 39, 'GameMaker': 35, 'Difficult': 25, 'Fast-Paced': 24, 'Great Soundtrack': 19, 'Puzzle-Platformer': 17, 'Pixel Graphics': 12, 'Level Editor': 10, 'Gore': 7}"
wumme,Port Royale 3,1.72,"Action, Simulation, Strategy","{'Strategy': 135, 'Trading': 111, 'Simulation': 100, 'Pirates': 83, 'Economy': 82, 'Management': 69, 'Naval': 56, 'Action': 46, 'Historical': 35, 'Open World': 31, 'Naval Combat': 31, 'Sailing': 30, 'Singleplayer': 19, 'Adventure': 12, 'City Builder': 5}"
wumme,Cubemen 2,1.7,"Indie, Strategy","{'Indie': 34, 'Strategy': 32, 'Tower Defense': 23, 'Multiplayer': 11, 'Singleplayer': 6}"
wumme,Head Shot,1.7,"Action, Adventure, Casual, Indie, Early Access","{'Early Access': 131, 'Indie': 52, 'Casual': 51, 'Action': 49, 'Adventure': 41, 'FPS': 36, 'Multiplayer': 30, 'Shooter': 20, 'First-Person': 11, 'Horror': 6}"
wumme,Lead and Gold - Gangs of the Wild West,1.7,Action,"{'Western': 159, 'Action': 131, 'PvP': 115, 'Multiplayer': 114, 'Third-Person Shooter': 113, 'Team-Based': 102, 'Co-op': 99, 'Shooter': 97, 'Class-Based': 91, 'Third Person': 89, 'Funny': 83, 'Indie': 82, '3D': 79, 'Atmospheric': 67, 'Singleplayer': 50, 'Anime': 29, 'Competitive': 28, 'Nudity': 26, 'Replay Value': 25}"
wumme,PixelJunk Eden,1.7,"Action, Casual, Indie","{'Indie': 97, 'Casual': 97, 'Platformer': 63, 'Action': 55, 'Great Soundtrack': 48, 'Atmospheric': 47, 'Music': 36, 'Colorful': 32, 'Singleplayer': 30, 'Relaxing': 26, '2D': 25, 'Addictive': 10, 'Pixel Graphics': 9, 'Minimalist': 5}"
wumme,Trine,1.7,"Casual, Indie","{'Indie': 23, 'Casual': 22}"
wumme,Dead Bits,1.68,"Action, Casual, Indie","{'Indie': 239, 'Action': 114, 'Casual': 92, 'FPS': 82, 'Shooter': 75, 'First-Person': 64, 'Great Soundtrack': 49, 'Zombies': 42, 'Singleplayer': 40, 'Voxel': 32, 'Multiplayer': 20, 'Horror': 18, 'Pixel Graphics': 15, 'Difficult': 13, 'Funny': 6}"
wumme,Natural Selection 2,1.67,"Action, Indie, Strategy","{'Multiplayer': 636, 'Strategy': 607, 'FPS': 595, 'Team-Based': 520, 'Action': 468, 'Sci-fi': 399, 'RTS': 385, 'Aliens': 335, 'Indie': 312, 'Competitive': 266, 'Shooter': 220, 'Co-op': 193, 'Tactical': 181, 'Moddable': 178, 'First-Person': 154, 'Space': 128, 'Futuristic': 121, 'Atmospheric': 118, 'Online Co-Op': 112, 'Adventure': 45}"
wumme,Cubicle Quest,1.63,"Indie, RPG, Simulation","{'RPG': 44, 'Indie': 30, 'RPGMaker': 28, 'Simulation': 20, 'Adventure': 17, 'Comedy': 17, 'Singleplayer': 15, 'JRPG': 15, 'Fantasy': 13, 'Puzzle': 12, 'Story Rich': 12, 'Surreal': 11, 'Difficult': 9, 'Atmospheric': 9, '2D': 7, 'Walking Simulator': 7}"
wumme,Red Faction Guerrilla Re-Mars-tered,1.63,,"{'Destruction': 111, 'Open World': 90, 'Third-Person Shooter': 73, 'Mars': 71, 'Sci-fi': 71, 'Physics': 69, 'Action': 63, 'Singleplayer': 49, 'Sandbox': 47, 'Third Person': 44, 'Multiplayer': 43, 'Gore': 40, 'Shooter': 38, 'Great Soundtrack': 18, 'Adventure': 15, 'Violent': 13, 'Co-op': 11, 'Remake': 5}"
